INFO: [SIM 2] *************** CSIM start ***************
INFO: [SIM 4] CSIM will launch GCC as the compiler.
   Compiling ../../../../rx_src/receiver.cpp in debug mode
1.19071 -1.05608 -0.436555 0.529511 1.45404 0.754763 0.22226 -0.948514 0.0773588 0.0733339 -0.990128 0.42933 0.108811 0.858182 -0.152108 0.886956 0.631852 -0.243553 -0.354452 -0.239967 0.259062 -0.526703 0.310866 0.026724 -0.448249 1.01613 0.192682 -1.58873 0.292563 1.25899 0.639837 -0.845631 
0.0953826 1.19071 -1.05608 -0.436555 0.529511 1.45404 0.754763 0.22226 -0.948514 0.0773588 0.0733339 -0.990128 0.42933 0.108811 0.858182 -0.152108 0.886956 0.631852 -0.243553 -0.354452 -0.239967 0.259062 -0.526703 0.310866 0.026724 -0.448249 1.01613 0.192682 -1.58873 0.292563 1.25899 0.639837 
-1.27102 0.0953826 1.19071 -1.05608 -0.436555 0.529511 1.45404 0.754763 0.22226 -0.948514 0.0773588 0.0733339 -0.990128 0.42933 0.108811 0.858182 -0.152108 0.886956 0.631852 -0.243553 -0.354452 -0.239967 0.259062 -0.526703 0.310866 0.026724 -0.448249 1.01613 0.192682 -1.58873 0.292563 1.25899 
0.164569 -1.27102 0.0953826 1.19071 -1.05608 -0.436555 0.529511 1.45404 0.754763 0.22226 -0.948514 0.0773588 0.0733339 -0.990128 0.42933 0.108811 0.858182 -0.152108 0.886956 0.631852 -0.243553 -0.354452 -0.239967 0.259062 -0.526703 0.310866 0.026724 -0.448249 1.01613 0.192682 -1.58873 0.292563 
0.868677 0.164569 -1.27102 0.0953826 1.19071 -1.05608 -0.436555 0.529511 1.45404 0.754763 0.22226 -0.948514 0.0773588 0.0733339 -0.990128 0.42933 0.108811 0.858182 -0.152108 0.886956 0.631852 -0.243553 -0.354452 -0.239967 0.259062 -0.526703 0.310866 0.026724 -0.448249 1.01613 0.192682 -1.58873 
-0.766569 0.868677 0.164569 -1.27102 0.0953826 1.19071 -1.05608 -0.436555 0.529511 1.45404 0.754763 0.22226 -0.948514 0.0773588 0.0733339 -0.990128 0.42933 0.108811 0.858182 -0.152108 0.886956 0.631852 -0.243553 -0.354452 -0.239967 0.259062 -0.526703 0.310866 0.026724 -0.448249 1.01613 0.192682 
0.655597 -0.766569 0.868677 0.164569 -1.27102 0.0953826 1.19071 -1.05608 -0.436555 0.529511 1.45404 0.754763 0.22226 -0.948514 0.0773588 0.0733339 -0.990128 0.42933 0.108811 0.858182 -0.152108 0.886956 0.631852 -0.243553 -0.354452 -0.239967 0.259062 -0.526703 0.310866 0.026724 -0.448249 1.01613 
0.847696 0.655597 -0.766569 0.868677 0.164569 -1.27102 0.0953826 1.19071 -1.05608 -0.436555 0.529511 1.45404 0.754763 0.22226 -0.948514 0.0773588 0.0733339 -0.990128 0.42933 0.108811 0.858182 -0.152108 0.886956 0.631852 -0.243553 -0.354452 -0.239967 0.259062 -0.526703 0.310866 0.026724 -0.448249 
-1.27887 0.847696 0.655597 -0.766569 0.868677 0.164569 -1.27102 0.0953826 1.19071 -1.05608 -0.436555 0.529511 1.45404 0.754763 0.22226 -0.948514 0.0773588 0.0733339 -0.990128 0.42933 0.108811 0.858182 -0.152108 0.886956 0.631852 -0.243553 -0.354452 -0.239967 0.259062 -0.526703 0.310866 0.026724 
0.201446 -1.27887 0.847696 0.655597 -0.766569 0.868677 0.164569 -1.27102 0.0953826 1.19071 -1.05608 -0.436555 0.529511 1.45404 0.754763 0.22226 -0.948514 0.0773588 0.0733339 -0.990128 0.42933 0.108811 0.858182 -0.152108 0.886956 0.631852 -0.243553 -0.354452 -0.239967 0.259062 -0.526703 0.310866 
1.03141 0.201446 -1.27887 0.847696 0.655597 -0.766569 0.868677 0.164569 -1.27102 0.0953826 1.19071 -1.05608 -0.436555 0.529511 1.45404 0.754763 0.22226 -0.948514 0.0773588 0.0733339 -0.990128 0.42933 0.108811 0.858182 -0.152108 0.886956 0.631852 -0.243553 -0.354452 -0.239967 0.259062 -0.526703 
-0.549431 1.03141 0.201446 -1.27887 0.847696 0.655597 -0.766569 0.868677 0.164569 -1.27102 0.0953826 1.19071 -1.05608 -0.436555 0.529511 1.45404 0.754763 0.22226 -0.948514 0.0773588 0.0733339 -0.990128 0.42933 0.108811 0.858182 -0.152108 0.886956 0.631852 -0.243553 -0.354452 -0.239967 0.259062 
-0.0988572 -0.549431 1.03141 0.201446 -1.27887 0.847696 0.655597 -0.766569 0.868677 0.164569 -1.27102 0.0953826 1.19071 -1.05608 -0.436555 0.529511 1.45404 0.754763 0.22226 -0.948514 0.0773588 0.0733339 -0.990128 0.42933 0.108811 0.858182 -0.152108 0.886956 0.631852 -0.243553 -0.354452 -0.239967 
-0.482659 -0.0988572 -0.549431 1.03141 0.201446 -1.27887 0.847696 0.655597 -0.766569 0.868677 0.164569 -1.27102 0.0953826 1.19071 -1.05608 -0.436555 0.529511 1.45404 0.754763 0.22226 -0.948514 0.0773588 0.0733339 -0.990128 0.42933 0.108811 0.858182 -0.152108 0.886956 0.631852 -0.243553 -0.354452 
0.0246836 -0.482659 -0.0988572 -0.549431 1.03141 0.201446 -1.27887 0.847696 0.655597 -0.766569 0.868677 0.164569 -1.27102 0.0953826 1.19071 -1.05608 -0.436555 0.529511 1.45404 0.754763 0.22226 -0.948514 0.0773588 0.0733339 -0.990128 0.42933 0.108811 0.858182 -0.152108 0.886956 0.631852 -0.243553 
-0.0702925 0.0246836 -0.482659 -0.0988572 -0.549431 1.03141 0.201446 -1.27887 0.847696 0.655597 -0.766569 0.868677 0.164569 -1.27102 0.0953826 1.19071 -1.05608 -0.436555 0.529511 1.45404 0.754763 0.22226 -0.948514 0.0773588 0.0733339 -0.990128 0.42933 0.108811 0.858182 -0.152108 0.886956 0.631852 
0.260313 -0.0702925 0.0246836 -0.482659 -0.0988572 -0.549431 1.03141 0.201446 -1.27887 0.847696 0.655597 -0.766569 0.868677 0.164569 -1.27102 0.0953826 1.19071 -1.05608 -0.436555 0.529511 1.45404 0.754763 0.22226 -0.948514 0.0773588 0.0733339 -0.990128 0.42933 0.108811 0.858182 -0.152108 0.886956 
0.468102 0.260313 -0.0702925 0.0246836 -0.482659 -0.0988572 -0.549431 1.03141 0.201446 -1.27887 0.847696 0.655597 -0.766569 0.868677 0.164569 -1.27102 0.0953826 1.19071 -1.05608 -0.436555 0.529511 1.45404 0.754763 0.22226 -0.948514 0.0773588 0.0733339 -0.990128 0.42933 0.108811 0.858182 -0.152108 
-0.534484 0.468102 0.260313 -0.0702925 0.0246836 -0.482659 -0.0988572 -0.549431 1.03141 0.201446 -1.27887 0.847696 0.655597 -0.766569 0.868677 0.164569 -1.27102 0.0953826 1.19071 -1.05608 -0.436555 0.529511 1.45404 0.754763 0.22226 -0.948514 0.0773588 0.0733339 -0.990128 0.42933 0.108811 0.858182 
pInv
0.00469621 0.00634807 0.00331961 0.0453595 0.00243331 0.00754114 0.0395811 0.0219051 -0.0726668 -0.0509686 -0.0326579 -0.0087136 0.0571113 -0.0703068 -0.0375824 -0.0246746 0.028451 0.027315 -0.0416195 0.0612568 0.0323271 -0.018173 0.0409141 0.0238833 0.0169522 0.0116028 -0.0280727 0.00301989 -0.0120549 -0.00114759 0.0411014 0.0110994 0.0232897 0.0149957 0.0741711 -0.0554959 0.0221624 -0.0154361 -0.00671533 0.00852951 0.0437443 0.0383932 0.0309995 0.0183781 -0.0281882 0.0168843 -0.00982081 -0.0129905 0.028259 0.0116994 -0.0433386 0.0103269 0.00345922 -0.0066676 -0.0145652 0.04491 -0.0043794 0.0384732 -0.0445811 -0.0314355 -0.00527418 0.00799218 0.0068988 -0.00439451 
0.000601016 0.00550532 0.00677772 0.00911527 0.0456488 0.00353994 0.0125133 0.0426734 0.0129054 -0.0788354 -0.0554808 -0.0328227 -0.0015008 0.0474825 -0.0760021 -0.0408918 -0.02125 0.0330567 0.0210261 -0.036054 0.0658521 0.0310017 -0.0142573 0.0446371 0.0265398 0.0176067 0.00877803 -0.0274094 0.00165798 -0.0118117 0.00603091 0.0423163 0.0157501 0.025492 0.0232653 0.0659805 -0.0499721 0.0191705 -0.0153288 -0.00777472 0.0141375 0.0475992 0.0430571 0.033234 0.0160762 -0.0264603 0.0156371 -0.0119233 -0.00729651 0.0297669 0.00495495 -0.0426702 0.0113489 0.000423676 -0.00799373 -0.0106009 0.0439016 0.000782114 0.0324851 -0.0474278 -0.0320502 -0.00455246 0.0099076 0.00748458 
0.00263395 0.00417032 0.00729655 0.0322287 0.0105296 0.0488972 0.0266325 0.0236037 0.000587426 -0.0155255 -0.095739 -0.064044 -0.000697451 -0.0382991 0.0267662 -0.0902371 -0.0253398 -0.0045406 0.0179424 0.0614434 -0.0201439 0.046472 0.0606659 -0.00146534 0.0502326 0.0357475 -0.000884158 0.00746845 -0.0386651 -0.00303712 0.00567996 0.0130493 0.0534379 0.0248665 0.0693769 -0.00816857 0.0674434 -0.0502883 0.0153227 -0.00170106 0.0221487 0.039671 0.0583064 0.0563231 0.00928137 0.0332688 -0.0290356 0.00405341 -0.00439542 -0.00249197 0.0113427 0.015131 -0.0469452 0.0152143 -0.00879276 0.0201936 -0.00960396 0.0608598 -0.0238943 0.0150814 -0.0520196 -0.0277979 -0.0106145 0.00489526 
0.000310659 0.00303359 0.00447519 0.0103246 0.0322261 0.0122148 0.0504284 0.0287722 0.0199276 -0.00403734 -0.0187106 -0.0938864 -0.0600633 -0.00776692 -0.037301 0.0260765 -0.0871664 -0.030271 -0.0173159 0.0210024 0.0652909 -0.00965641 0.0431227 0.0609654 0.00347477 0.0503373 0.0352139 0.00395388 0.0135617 -0.0338729 0.00283805 0.00397338 0.0117622 0.0518644 0.0298219 0.071999 0.0014737 0.0558141 -0.0535696 0.00833237 -0.00787007 0.0223686 0.0496844 0.0556741 0.0607992 0.000838104 0.0277281 -0.020948 0.0125961 -0.00148765 -0.010502 0.00652726 0.0245354 -0.052746 0.0145748 -0.00369302 0.0163154 -0.000180289 0.0576507 -0.0303409 0.0173281 -0.0508786 -0.0144678 -0.0100008 
0.00123971 0.0020188 0.00378444 0.0163967 0.0112403 0.0324784 0.0242376 0.0554434 0.00802639 0.00845397 -0.0112516 -0.024032 -0.0793176 -0.0753604 -0.0236231 -0.0452534 0.0320515 -0.0692207 -0.0268908 -0.00114371 0.0273288 0.0435369 0.00971073 0.0515999 0.0598877 0.00714171 0.0410005 0.0295706 -0.00913401 0.00591918 -0.0268391 0.00924691 0.0151651 0.0200475 0.070907 0.00519178 0.0666625 0.012718 0.0591288 -0.0415676 0.0339092 0.00503153 0.0187954 0.0600254 0.039945 0.0795872 0.00530242 0.0108897 -0.0227231 0.0124511 -0.0058767 8.13527e-05 -0.0058602 0.0297047 -0.0569926 0.0223802 0.000191774 0.016214 -0.0112779 0.0562163 -0.035752 0.0185034 -0.0677592 -0.0165229 
0.000206916 0.00153892 0.00214518 0.0057308 0.0166898 0.0112307 0.0345216 0.0258467 0.0524491 0.0072595 0.00649279 -0.0101276 -0.0218728 -0.0824632 -0.082334 -0.025725 -0.0449894 0.0408947 -0.0679938 -0.0309735 0.000794097 0.0223641 0.0449017 0.0136026 0.0520709 0.0581666 0.00743332 0.0383864 0.0255079 -0.0106287 0.0107941 -0.0241084 0.016864 0.0183326 0.0204327 0.0604269 0.00890951 0.0696845 0.0165008 0.0579572 -0.033708 0.0335162 0.00426864 0.0209925 0.0605259 0.0443522 0.0813031 -0.00177263 0.0138581 -0.0232408 0.0103684 -0.003626 -0.00406951 -0.0087727 0.030104 -0.0620578 0.0223226 -0.00189613 0.0143001 -0.00664206 0.0544424 -0.0358678 0.0145291 -0.0661966 
0.000828722 0.00138748 0.00211625 0.00995021 0.00676279 0.0177031 0.0184687 0.0417711 0.0150951 0.0486308 -0.00170715 0.0138451 -0.0014147 -0.0370747 -0.108609 -0.0902524 -0.0237995 -0.0135618 0.0369787 -0.0870621 -0.0215862 -0.00893098 0.0223213 0.0597551 0.0188045 0.0437951 0.0607519 0.00121108 0.0284653 0.0236473 0.0129955 0.0189093 0.00517279 0.0279707 0.0188471 -0.0168893 0.083915 0.0115662 0.0835982 0.0041359 0.0821278 -0.0376465 0.0368709 0.00936771 0.0292207 0.0705657 0.04816 0.0595563 0.0171877 0.0131522 -0.0368811 0.0140818 -0.0125141 -0.0216546 -0.00648055 0.0104563 -0.0653197 0.0200125 -0.0100051 0.0303811 -0.0124137 0.0539308 -0.0409382 0.022781 
0.000729938 0.00178368 0.00197312 0.00924702 0.0100356 0.00892982 0.0229624 0.0213921 0.0307569 0.00477127 0.043674 -0.00388741 0.0233948 -0.0132582 -0.0347901 -0.110805 -0.084289 -0.0321213 -0.0282104 0.0543491 -0.0820717 -0.0136759 -0.00517833 0.0220287 0.0649942 0.0227026 0.0387031 0.0663043 0.00636521 0.0328647 0.0274162 0.0114493 0.0131737 0.00290566 0.0432182 0.0225229 -0.0127155 0.0722269 0.00380542 0.0836838 -0.000792369 0.0895834 -0.0260764 0.0361055 0.00593552 0.0224491 0.0642217 0.0579412 0.0650935 0.0216566 0.00397456 -0.0397027 0.0239332 -0.0127732 -0.0250504 0.0100716 0.00774872 -0.0516141 0.012841 -0.0242595 0.0330847 -0.0104632 0.0663635 -0.043314 
0.000997046 0.00213419 0.00240153 0.0114567 0.0102873 0.0102908 0.0185109 0.0289438 0.00607837 0.0240904 -0.00307387 0.0447704 0.00721514 0.0091566 -0.0359755 -0.0430125 -0.107529 -0.056387 -0.0294952 -0.0318588 0.0618859 -0.101076 -0.00316187 0.00735891 0.0229909 0.0622655 0.0194928 0.0309852 0.0529909 0.000287631 0.0480645 0.0356377 0.0336162 0.0239141 0.0114069 0.00953378 0.0305471 -0.00283382 0.0824162 0.00462539 0.111459 0.00351052 0.0871294 -0.0176643 0.0319573 0.023032 0.027927 0.0417438 0.0655893 0.0637493 0.0140476 0.0126301 -0.0532663 0.0181912 -0.0134085 -0.0336985 0.0110971 0.00394304 -0.0607446 0.0230622 -0.0310365 0.033211 -0.0248492 0.0695883 
-0.000912894 -0.000274171 0.00135966 -0.00623121 0.0105455 0.00725821 0.00404289 0.00918784 0.0388293 0.0118933 0.0359079 -0.0157067 0.0349524 0.0280533 0.0335659 -0.0286478 -0.046628 -0.133063 -0.0361026 -0.00468192 -0.0454374 0.0542054 -0.0904946 -0.0183611 -0.00466446 0.033934 0.0564107 0.0195855 0.0316492 0.0472011 -0.0320074 0.0423614 0.00574525 0.0250643 0.0243216 0.0444187 -0.0310439 0.0444253 -0.0146924 0.109298 -0.00842629 0.120469 -0.0132387 0.0873795 -0.0377388 0.0358328 0.0265728 0.03913 0.00869335 0.0630022 0.0875651 0.0184418 0.00835448 -0.0238949 0.0147945 0.00704336 -0.0241816 0.0032346 0.0135602 -0.0732076 0.0252974 -0.0312533 0.018267 -0.0360949 
-0.000458722 -0.00147762 -0.00073471 -0.00320466 -0.00596838 0.0078752 0.00512216 0.00239472 0.0154608 0.0479031 0.015286 0.0371494 -0.0223205 0.044038 0.0180892 0.03313 -0.0342278 -0.0278876 -0.112915 -0.0536496 -0.00838521 -0.0640939 0.056238 -0.0860708 -0.0251746 -0.00881587 0.0375435 0.0463351 0.00748829 0.0234288 0.0455489 -0.0270174 0.0552603 0.0118155 0.0124515 0.00874862 0.0383723 -0.0114359 0.0560062 -0.010575 0.12585 -0.0137066 0.104738 -0.00847664 0.0862888 -0.0217259 0.0457903 0.00671983 0.0322436 0.00292145 0.0727547 0.0954237 0.00063016 0.00993511 -0.0208394 -0.00502488 0.0117441 -0.0422417 0.00785904 0.0325483 -0.0788523 0.0232844 -0.0535793 0.0208102 
-0.0020696 -0.00326989 -0.00294128 -0.0206562 -0.00441919 -0.00931781 -0.00950713 -0.00572371 0.033612 0.0363224 0.0633622 0.0158218 0.0123702 0.00999675 0.0666026 0.0300391 0.0214439 -0.0540421 -0.00931206 -0.1299 -0.0693848 0.000137574 -0.0789769 0.0422007 -0.0947778 -0.0267572 0.000764965 0.0378371 0.0534287 0.00780553 -0.000209883 0.0391805 -0.0451211 0.0463896 -0.0168502 0.0449233 -0.00852308 0.0446321 -0.013105 0.0577339 -0.0341837 0.112881 -0.0276067 0.0966448 -0.000946041 0.0776674 -0.0184612 0.0567402 -0.0113718 0.0277415 0.0247245 0.068024 0.0957085 0.0096294 0.0146498 -0.0318144 -0.00167491 -0.00301744 -0.022289 0.0151934 0.0360395 -0.0818212 0.0202865 -0.0548413 
-8.89969e-05 -0.00213517 -0.00340109 -0.00398544 -0.0201759 -0.00554963 -0.00924107 -0.0076447 -0.00340489 0.0394479 0.0352234 0.0692713 0.0135362 0.0127156 -0.00675698 0.0636648 0.0264771 0.0456361 -0.044842 -0.0333943 -0.128586 -0.0809797 -0.00283223 -0.0699816 0.0413528 -0.102591 -0.0212968 -0.00713388 0.028088 0.0492266 0.0182012 0.00530804 0.0600064 -0.0374646 0.0351201 -0.0406603 0.0552685 0.00229674 0.0583348 -0.0200119 0.0752262 -0.0421938 0.105842 -0.0243022 0.10346 0.0100204 0.0848886 -0.0382529 0.0633811 -0.0151641 0.0268837 0.0289615 0.0556671 0.0859753 0.0137315 -0.00922009 -0.0317446 -0.0136504 -0.00243737 -0.00219895 0.0100473 0.0342405 -0.0941653 0.0270613 
-0.00198381 -0.00284212 -0.00328083 -0.022424 -0.00561169 -0.0197943 -0.0254055 -0.0172857 0.0259447 0.0136159 0.0506681 0.0438933 0.0461053 0.0369667 0.0427253 0.00731642 0.0551397 -0.00954676 0.0337947 -0.0678009 -0.0428717 -0.0857984 -0.114751 -0.0189328 -0.0663724 0.0360512 -0.0874821 -0.00822342 0.0186551 0.0433444 0.0378791 0.00600285 -0.0169258 0.0447103 -0.0666434 0.0811763 -0.0298336 0.0300369 -0.00633371 0.0360595 -0.0683346 0.0544388 -0.031468 0.0870719 0.00363052 0.0668353 -0.000574294 0.118949 -0.0331305 0.0654639 -0.0109273 0.00679265 0.0551587 0.0458238 0.0921694 0.00609302 -0.017089 -0.0260957 0.00431365 -0.00560766 0.00882966 0.00822608 0.0695731 -0.0912052 
-3.46478e-05 -0.00193446 -0.00295457 -0.00391525 -0.0215277 -0.00712334 -0.0188947 -0.0216891 -0.0149271 0.0341739 0.0105466 0.060649 0.0416574 0.0448758 0.00843962 0.0370493 0.00221225 0.0958549 0.0036554 -0.00530655 -0.0647694 -0.0613195 -0.0903123 -0.0994174 -0.0194524 -0.0790386 0.0444385 -0.100251 -0.0238334 0.0120611 0.0623225 0.0471036 0.0411404 -0.00382028 0.0273719 -0.106862 0.0997591 -0.0138835 0.0526452 -0.0185739 0.0656595 -0.0806523 0.0441272 -0.0258345 0.0986378 0.0213601 0.0779739 -0.0333457 0.131566 -0.0391244 0.0627157 -0.00420569 -0.0129817 0.0383391 0.0523453 0.0535044 0.00548505 -0.0353004 -0.0260078 0.0367215 -0.0143566 0.00607156 -0.0106338 0.0806858 
-0.00134687 -0.00198853 -0.00254545 -0.0156634 -0.00578825 -0.018798 -0.0228679 -0.0256631 0.00157197 -0.00992 0.0425621 0.0139445 0.0463075 0.0552007 0.087204 0.0226309 0.035989 -0.0563841 0.0663004 0.0101326 -0.0114557 -0.00817229 -0.0900704 -0.112235 -0.0911811 -0.0164609 -0.0717798 0.0674689 -0.0639438 -0.00272994 -0.00323511 0.0447173 0.00659337 0.0188738 -0.0133213 0.0924575 -0.0998241 0.0586625 -0.0368602 0.0345457 -0.0818173 0.0554617 -0.056611 0.0226219 -0.00551471 0.0499412 0.00086771 0.133203 -0.0282398 0.139519 -0.0415803 0.0373315 0.0384041 -0.0165404 0.0390047 0.0734463 0.0435568 0.0295285 -0.0236503 -0.0539253 0.0532576 -0.0129815 0.0591887 -0.0138462 
0.000541361 -0.000571493 -0.00175304 0.00261585 -0.0150154 -0.00703021 -0.0123468 -0.0212046 -0.0358932 -0.00182055 -0.0121914 0.038144 0.0199878 0.0421991 0.0433024 0.0825388 0.0239263 0.0528518 -0.0437728 0.0724371 0.0114367 -0.0343521 0.00653711 -0.084154 -0.117101 -0.089203 -0.0219873 -0.0797518 0.054115 -0.0729848 -0.001761 0.00250995 0.0541026 0.0138099 0.0262554 -0.0325329 0.0821876 -0.0831846 0.0642253 -0.0245632 0.0569229 -0.0740537 0.0448829 -0.0475799 0.00952801 0.0137497 0.0572619 -0.0172233 0.125803 -0.0309796 0.143147 -0.0309288 0.0214438 0.0454385 -0.0184104 0.0383176 0.078892 0.0354105 0.0252345 -0.0180779 -0.0596656 0.0531285 -0.034981 0.0577392 
-0.00174307 -0.00190396 -0.00163876 -0.0183908 0.000902584 -0.0152729 -0.0240021 -0.0216501 0.00646325 -0.0230451 0.0107761 -0.010695 0.0183641 0.0433627 0.0771267 0.0568917 0.0762118 -0.0189144 0.0463098 -0.0463394 0.0610893 0.0456739 -0.0561464 -0.012578 -0.0842144 -0.115433 -0.0811369 -0.00924277 -0.056863 0.0653541 -0.0942237 -0.0151827 -0.0296706 0.0370649 -0.00465629 0.0790173 -0.0388038 0.0637931 -0.0972142 0.0569417 -0.0705587 0.0456476 -0.0685157 0.0294902 -0.0348415 -0.0209662 0.00431715 0.0932707 -0.0245923 0.127857 -0.0205338 0.127459 -0.00768169 0.0255487 0.0479655 -0.0110142 0.0347764 0.0846083 0.0510479 0.0126271 -0.00724897 -0.0598484 0.0800793 -0.0378469 
0.000351265 -0.00119367 -0.00182698 0.00161828 -0.0175454 -0.00113348 -0.00994765 -0.0223171 -0.0286121 0.00725757 -0.0248179 0.00869277 -0.00752058 0.0170651 0.0252585 0.0719346 0.0555243 0.10336 0.000338528 0.0404471 -0.0458897 0.0325278 0.0582367 -0.0470793 -0.0188316 -0.0860464 -0.117637 -0.093416 -0.0271561 -0.0678726 0.06899 -0.0856359 0.0030084 -0.0196451 0.0374958 -0.0332357 0.0715487 -0.015967 0.0752238 -0.0869964 0.0858912 -0.0672467 0.0308375 -0.0582912 0.0197257 -0.0102413 -0.00958145 -0.0228508 0.0869485 -0.0295125 0.13305 -0.00819296 0.105053 -0.0040786 0.025838 0.035311 -0.00464428 0.0196958 0.0820561 0.0669695 0.00454131 -0.00859499 -0.0890863 0.0813083 
-0.000710009 -0.000770048 -0.00128018 -0.00836795 -0.000169983 -0.0125878 -0.0125669 -0.0130362 -0.00756946 -0.0311625 0.0100153 -0.0195462 0.00242665 -0.00619241 0.0567359 0.0366561 0.0751162 -0.00437023 0.0582056 0.0124042 0.0405173 0.0194475 0.00307482 0.0388429 -0.032306 -0.0154644 -0.0805479 -0.0901334 -0.0524547 -0.00126879 -0.0733952 0.0507919 -0.124697 -0.0194306 -0.0200466 0.0995794 -0.0129467 0.0180717 -0.0419524 0.0501587 -0.152716 0.0781499 -0.0309809 0.00738931 -0.0346056 -0.0364418 -0.0363502 0.0516007 -0.00589608 0.0985483 -0.043618 0.104196 0.0431856 0.0942475 -0.00463387 0.0535048 0.0207363 0.0307363 0.0246616 0.0470589 0.0852602 0.00723324 0.0586033 -0.0911911 
0.000183276 -0.000351332 -0.000771232 0.000192034 -0.00723723 -0.0020284 -0.00917355 -0.00843519 -0.0148375 -0.00130202 -0.0351499 0.0174944 -0.019241 -0.000236183 -0.0376644 0.0496871 0.0324882 0.1203 0.0128745 0.0237881 0.0157564 0.014368 0.021054 0.0192513 0.036549 -0.0438951 -0.00962097 -0.0955145 -0.110219 -0.0617849 0.0166775 -0.062121 0.0878761 -0.109355 -0.0323928 -0.0660487 0.112543 0.00873158 0.0408906 -0.0482845 0.0869131 -0.161303 0.0644525 -0.022364 0.014104 -0.0105188 -0.0230616 -0.0744018 0.0603137 -0.0125514 0.0972633 -0.0327868 0.0787746 0.0300294 0.099608 -0.0412015 0.0551309 0.000813883 0.0295688 0.0574067 0.036249 0.0823132 -0.0190545 0.0681301 
0.000228257 0.000355886 0.000182535 0.00170227 -0.000869404 -0.00147416 -0.00494281 -0.00758713 -0.00853971 -0.0262227 -0.00500553 -0.0315215 0.0221707 -0.0311793 0.0268842 -0.0320401 0.0578084 -0.0143333 0.072687 0.0329491 0.0303223 0.0702365 -0.00537763 0.00893586 0.0355934 0.040854 -0.0432422 0.014809 -0.061949 -0.0875004 -0.0585382 0.00346457 -0.0906193 0.0712346 -0.0969016 0.0103795 -0.0427248 0.0626885 -0.0145885 0.0194481 -0.0978452 0.0858032 -0.123389 0.0477121 -0.00542579 -0.0323522 -0.0353875 0.0277128 -0.0533527 0.0726823 -0.0333237 0.0734308 0.0127082 0.0670616 0.027116 0.130539 -0.0548494 0.0932506 -0.00296749 -0.00627068 0.0725057 0.0402081 0.142873 -0.0215917 
0.00109566 0.00173553 0.00107495 0.0106952 0.00251448 0.000110571 0.00849684 0.000694686 -0.0246286 -0.018163 -0.0341225 -0.00598698 -0.0187892 0.00637617 -0.0474429 0.0195495 -0.026992 0.0755885 -0.0171539 0.079185 0.040523 0.0172269 0.0817163 0.00386809 0.0112271 0.0359695 0.0353977 -0.0470043 0.00573042 -0.0656823 -0.0752651 -0.0529344 0.017482 -0.0831564 0.0849995 -0.121114 0.016188 -0.0385308 0.0672016 -0.0121719 0.0397404 -0.0904582 0.0878124 -0.116638 0.041105 0.0062523 -0.0302913 -0.0490696 0.0340602 -0.0525517 0.0638539 -0.0268957 0.0662022 0.0097989 0.0647099 0.0287096 0.130867 -0.0526748 0.0829948 -0.00163265 -0.0103937 0.0734061 0.0324908 0.143859 
0.000337859 0.00139465 0.00218288 0.00481287 0.0093738 0.00619962 0.000204412 0.00466425 -0.00639782 -0.0414206 -0.0162676 -0.0480489 0.00131018 -0.0227894 0.0503147 -0.040032 0.029916 -0.0927078 0.0455678 0.045896 0.0774153 0.0766996 0.0218845 0.0588102 0.00912242 0.030627 0.0226484 0.0583514 -0.018922 0.0198452 -0.0900827 -0.0907476 -0.107675 -0.00422382 -0.0520427 0.148577 -0.14203 -0.0171165 -0.0757685 0.0809608 -0.0615083 0.0596127 -0.0671769 0.0774367 -0.131897 0.00767251 -0.014778 0.0255642 -0.0612797 0.0454593 -0.0548402 0.0500765 0.0103728 0.0879982 -0.000609045 0.128447 0.0264965 0.166181 -0.0559816 0.0279848 0.0132444 -0.00513627 0.112542 0.0161833 
0.00216064 0.00332798 0.00248223 0.0230185 0.00643225 0.00686744 0.0297992 0.00480585 -0.035971 -0.0268283 -0.0489472 -0.038053 -0.0221586 -0.0170858 -0.0459077 0.0365412 -0.0303952 0.0599307 -0.0631058 0.0974469 0.0498823 0.0132719 0.131237 0.0331328 0.0452244 0.024887 0.00513263 0.00488788 0.0238504 -0.0438656 0.012612 -0.0767956 -0.0823789 -0.0927145 0.0381305 -0.0919015 0.104753 -0.0985796 -0.0152774 -0.025232 0.137107 -0.0251524 0.0343876 -0.0406846 0.0240145 -0.0795126 0.0242774 -0.0528069 -0.00513724 -0.0653956 0.0558843 -0.0241238 0.0118673 0.045034 0.0765905 0.0266494 0.146183 0.0146138 0.147613 -0.0621481 0.0149572 0.0158355 -0.0640544 0.100053 
-0.000781932 0.000995583 0.00285533 -0.00474292 0.0215692 0.00661219 -0.000871453 0.0216179 0.0147707 -0.0358144 -0.0175873 -0.058864 -0.045375 -0.00808213 0.0205281 -0.0358663 0.0366676 -0.0789316 0.0545478 -0.0301405 0.0877095 0.0712709 0.0125387 0.110546 0.0302173 0.0575605 0.0200375 0.0178872 0.0229381 0.0304385 -0.072217 4.91049e-05 -0.119364 -0.0991909 -0.0868174 0.091955 -0.117437 0.0912661 -0.121838 -0.0017429 -0.0638115 0.144905 -0.0208895 0.0256462 -0.0507609 0.00336492 -0.0888027 0.0608666 -0.0728017 -0.000960872 -0.0536011 0.0475189 -0.00417801 0.0327331 0.0405476 0.110984 0.0285066 0.158148 0.0219638 0.118231 -0.0519338 0.0164849 0.0331684 -0.0751039 
